B3-2460-6PY,778,467
B3-3048-6PY,786,472
B3-3060-6PY,864,518
B2448B,570,342
B3048B,592,355
B3060B,616,370
B3072B,640,384
B3660B,640,384
B3672B,664,398
BB2448B,632,379
BB3048B,660,396
BB3060B,676,406
BB3072B,700,420
BB3660B,700,420
BB3672B,730,438
BCT-2860,664,398
BDR-2448-5PY,,
BR-2448-60,288,173
BR-2436-84,380,228
BRT-3648-8PHBK,626,376
BRT-3660-8PHBK,650,390
BRT-3672-8PHBK,700,420
BTS-2436-6MR,478,287
BTS-2448-6MR,538,323
BTS-3048-6MR,574,344
BTS-3060-6MR,618,371
BTSL-2436-6MR,560,336
BTSL-2448-6MR,630,378
BTSL-3048-6MR,676,406
BTSL-3060-6MR,738,443
BTX-2436-6MR,402,241
BTX-2448-6MR,450,270
BTX-3048-6MR,476,286
BTX-3060-6MR,510,306
BTXL-2436-6MR,528,317
BTXL-2448-6MR,590,354
BTXL-3048-6MR,634,380
BTXL-3060-6MR,686,412
CA-2448-6MR,452,271
CA-2460-6MR,480,288
CA-3048-6MR,486,292
CA-3060-6MR,520,312
CA-2448-V2B,,
CA-2460-V2B,,
CA-3048-V2B,,
CA-3060-V2B,,
CA-2448-8MR,472,283
CA-2460-8MR,500,300
CA-3048-8MR,506,304
CA-3060-8MR,540,324
CA-2448-8PPY,482,289
CA-2460-8PPY,510,306
CA-3048-8PPY,516,310
CA-3060-8PPY,550,330
CA-RD48PNL,194,116
CA-RD60PNL,200,120
CARD-2448-6MR,646,388
CARD-2460-6MR,680,408
CARD-3048-6MR,680,408
CARD-3060-6MR,720,432
CARD-2448-8MR,666,400
CARD-2460-8MR,700,420
CARD-3048-8MR,700,420
CARD-3060-8MR,740,444
CARD-2448-8PY,676,406
CARD-2460-8PY,710,426
CARD-3048-8PY,710,426
CARD-3060-8PY,750,450
CAWD-2448-6PY,580,348
CAWD-2460-6PY,640,384
CAWD-3048-6PY,620,372
CAWD-3060-6PY,680,408
CC-2448-5PYBK,278,167
CC-3060-5PYBK,332,199
CD-3048-16P-CR,774,464
CD-3060-16P-CR,798,479
CD-3660-16P-CR,832,499
CD-3672-16P-CR,856,514
CD3048-16PFD-CR,774,464
CD3060-16PFD-CR,798,479
CD3660-16PFD-CR,832,499
CD3672-16PFD-CR,856,514
CH-2040-12MR,,
CH-2436-12MR,500,300
CH-2448-12MR,510,306
CH-3048-12MR,534,320
CH-3060-12MR,558,335
CH-3072-12MR,,
CH-3660-12MR,592,355
CH-3672-12MR,616,370
CH-2040-12P,,
CH-2436-12P,450,270
CH-2448-12P,460,276
CH-3048-12P,484,290
CH-3060-12P,508,305
CH-3072-12P,,
CH-3660-12P,542,325
CH-3672-12P,566,340
CH-2040-16P,,
CH-2436-16P,490,294
CH-2448-16P,500,300
CH-3048-16P,524,314
CH-3060-16P,548,329
CH-3072-16P,,
CH-3660-16P,582,349
CH-3672-16P,606,364
CH2040-12MR-FSD,,
CH2436-12MR-FSD,500,300
CH2448-12MR-FSD,510,306
CH3048-12MR-FSD,534,320
CH3060-12MR-FSD,558,335
CH3072-12MR-FSD,,
CH3660-12MR-FSD,592,355
CH3672-12MR-FSD,616,370
CH-2040-12P-FSD,,
CH-2436-12P-FSD,450,270
CH-2448-12P-FSD,460,276
CH-3048-12P-FSD,484,290
CH-3060-12P-FSD,508,305
CH-3072-12P-FSD,,
CH-3660-12P-FSD,542,325
CH-3672-12P-FSD,566,340
CH-2040-16P-FSD,,
CH-2436-16P-FSD,490,294
CH-2448-16P-FSD,500,300
CH-3048-16P-FSD,524,314
CH-3060-16P-FSD,548,329
CH-3072-16P-FSD,,
CH-3660-16P-FSD,582,349
CH-3672-16P-FSD,606,364
CH-2448-X3-12MR,554,332
CH-3060-X3-12MR,638,383
CH-2448-X3-12P,504,302
CH-3060-X3-12P,588,353
CH-2448-X3-16P,544,326
CH-3060-X3-16P,628,377
CH-2448-X6-12MR,564,338
CH-3060-X6-12MR,648,389
CH-2448-X6-12P,514,308
CH-3060-X6-12P,598,359
CH-2448-X6-16P,554,332
CH-3060-X6-16P,638,383
CH2W-2750-16P,550,330
CRT-3672-LL,831,499
CS-3060-8MRHD,616,370
CS-3072-8MRHD,642,385
CS-3660-8MRHD,650,390
CS-3672-8MRHD,680,408
CSW-2436-8MR,290,174
CSW-2448-8MR,306,184
CSW-2460-8MR,332,199
CSW-3048-8MR,332,199
CSW-3060-8MR,368,221
CSW-3072-8MR,398,239
CSW-3660-8MR,398,239
CSW-3672-8MR,428,257
CT-3660-16P,848,509
DC-2444-8MR,330,198
DC-2444-8MR-KD,330,198
DC-2444-8PY,340,204
DC-2444-8PY-KD,340,204
DET2-2448-6PY,448,269
DET2-2460-6PY,472,283
DET2-3048-6PY,488,293
DET2-3060-6PY,528,317
DET3-2448-6PY,510,306
DET3-2460-6PY,550,330
DET3-3048-6PY,560,336
DET3-3060-6PY,620,372
DET4-2448-6PY,568,341
DET4-2460-6PY,620,372
DET4-3048-6PY,630,378
DET4-3060-6PY,710,426
DET2-A-2448-6PY,598,359
DET2-A-2460-6PY,622,373
DET2-A-3048-6PY,638,383
DET2-A-3060-6PY,680,408
SHLF-2447,96,58
SHLF-2459,118,71
SHLF-3047,118,71
SHLF-3059,140,84
DR-2448-6PY,428,257
DR-2460-6PY,468,281
DR-3048-6PY,446,268
DR-3060-6PY,478,287
DR-3072-6PY,506,304
DRB-2448-6PY,478,287
DRB-2460-6PY,518,311
DRB-3048-6PY,496,298
DRB-3060-6PY,528,317
DS-1830-X3-5PY,242,145
DS-1830-X3-6PY,318,191
DS-1830-X6-5PY,284,170
DS-1830-X6-6PY,360,216
DS1830X12-5PY,300,180
DS1830X12-6PY,370,222
DS-2436-X3-5PY,280,168
DS-2436-X3-6PY,365,219
DS-2436-X6-5PY,340,204
DS-2436-X6-6PY,420,252
DS2436X12-5PY,380,228
DS-2436X12-6PY,428,257
DS-2448X3-5PY,318,191
DS-2448X3-6PY,406,244
DS2448X6-6PY,486,292
DS2448X12-6PY,504,302
DS3060X3-6PY,560,336
DS1830X3-6PYWSP,380,228
DS1830X6-6PYWSP,422,253
DS1830X126PYWSP,432,259
DS2436X3-6PYWSP,430,258
DS2436X6-6PYWSP,480,288
DS2436X126PYWSP,492,295
DS2448X3-6PYWSP,476,286
DS2448X6-6PYWSP,534,320
DS2448X126PYWSP,562,337
DS-2436-X3-10SR,400,240
DS-2436-X3-9P,392,235
DS-2436-X6-10SR,450,270
DS-2436-X6-9P,444,266
DS2436-X12-10SR,464,278
DS2436-X12-9P,456,274
DS-2448-X3-10SR,438,263
DS-2448-X3-9P,430,258
DS-2448-X6-10SR,490,294
DS-2448-X6-9P,482,289
DS2448-X12-10SR,520,312
DS2448-X12-9P,512,307
DS-3060X3-9P,580,348
DS-3060X3-10SR,600,360
DT-2448-S,554,332
DT-3048-S,582,349
DT-3060-S,612,367
DT-3072-S,628,377
DT-3660-S,628,377
DT-3672-S,672,403
DT-2448-DIA-4PS,594,356
DT-3048-DIA-4PS,622,373
DT-3060-DIA-4PS,652,391
DT-3072-DIA-4PS,668,401
DT-3660-DIA-4PS,668,401
DT-3672-DIA-4PS,712,427
EA-1824-5PY,208,125
EA-1832-5PY,218,131
EA-2436-5PY,250,150
ED-3036-6PHFL,,
ERBST-2424-6PH,354,212
ERBST-2436-6PH,384,230
ERBST-2448-6PH,404,242
ERG-2436-8PYBK,390,234
ERG-2448-8PYBK,434,260
ERG-3048-8PYBK,476,286
ERG-3060-8PYBK,532,319
ERGL-2436-8PYBK,390,234
ERGL-2448-8PYBK,434,260
ERGL-3048-8PYBK,476,286
ERGL-3060-8PYBK,532,319
ER-LG-2436-BRK,272,163
ER-LG-2448-BRK,306,184
ER-LG-3048-BRK,346,208
ER-LG-3060-BRK,392,235
ER-LGL-2436-BRK,272,163
ER-LGL-2448-BRK,306,184
ER-LGL-3048-BRK,346,208
ER-LGL-3060-BRK,392,235
G-2436-6MR,324,194
G-2448-6MR,362,217
G-3048-6MR,400,240
G-3060-6MR,450,270
G-2436-8MR,344,206
G-2448-8MR,382,229
G-3048-8MR,420,252
G-3060-8MR,470,282
G-2436-8MRFL,392,235
G-2448-8MRFL,430,258
G-3048-8MRFL,468,281
G-3060-8MRFL,518,311
G-2436-8PYBK,370,222
G-2448-8PYBK,408,245
G-3048-8PYBK,446,268
G-3060-8PYBK,496,298
G-2436-9P,354,212
G-2448-9P,388,233
G-3048-9P,430,258
G-3060-9P,466,280
G-2436-9PM,424,254
G-2448-9PM,466,280
G-3048-9PM,540,324
G-3060-9PM,604,362
G-2436-9P-WSP,428,257
G-2448-9P-WSP,462,277
G-2436-9PM-WSP,498,299
G-2448-9PM-WSP,536,322
G-2436-10SR,392,235
G-2448-10SR,436,262
G-3048-10SR,468,281
G-3060-10SR,500,300
G-8V2-1P,354,212
G-8V2-2P,388,233
G-8V2-5P,430,258
G-8V2-4P,466,280
G-8V2-1P-T,354,212
G-8V2-2P-T,388,233
G-8V2-5P-T,430,258
G-8V2-4P-T,466,280
G-8V2-2PM,466,280
G-8V2-5PM,540,324
G-8V2-4PM,604,362
G-8V2-1PM-T,424,254
G-8V2-2PM-T,466,280
G-8V2-5PM-T,540,324
G-8V2-4PM-T,604,362
G-8V2-1PT-WSP,428,257
G-8V2-2PT-WSP,462,277
G-8V2-1PMT-WSP,498,299
G-8V2-2PMT-WSP,536,322
GF-2436-9P,360,216
GF-2448-9P,394,236
GF-3048-9P,434,260
GF-2436-9PM,430,258
GF-2448-9PM,482,289
GF-3048-9PM,530,318
GH-8V2-1,484,290
GH-8V2-2,528,317
GH-8V2-7,570,342
GH-8V2-5,570,342
GH-8V2-4,610,366
GH-8V2-8,652,391
GH-8V2-6,748,449
GH-8V2-1FL,532,319
GH-8V2-2FL,576,346
GH-8V2-7FL,618,371
GH-8V2-5FL,618,371
GH-8V2-4FL,658,395
GH-8V2-8-FL,700,420
GH-8V2-6FL,796,478
GH-8V2-1BKPL,552,331
GH-8V2-2-BKPL,596,358
GH-8V2-7-BKPL,638,383
GH-8V2-5-BKPL,638,383
GH-8V2-4-BKPL,678,407
GH-8V2-8-BKPL,720,432
GH-8V2-6-BKPL,816,490
GL-2436-6MR,324,194
GL-2448-6MR,362,217
GL-3048-6MR,400,240
GL-3060-6MR,450,270
GL-2436-8MR,344,206
GL-2448-8MR,382,229
GL-3048-8MR,420,252
GL-3060-8MR,470,282
GL-2436-8MRFL,392,235
GL-2448-8MRFL,430,258
GL-3048-8MRFL,468,281
GL-3060-8MRFL,518,311
GL-2436-8PYBK,370,222
GL-2448-8PYBK,408,245
GL-3048-8PYBK,446,268
GL-3060-8PYBK,496,298
GL-2436-9P,354,212
GL-2448-9P,388,233
GL-3048-9P,430,258
GL-3060-9P,,
GL-2436-9PM,424,254
GL-2448-9PM,466,280
GL-3048-9PM,540,324
GL-3060-9PM,,
GL-2436-9P-WSP,428,257
GL-2448-9P-WSP,462,277
GL-2436-9PM-WSP,498,299
GL-2448-9PM-WSP,536,322
GL-2436-10SR,392,235
GL-2448-10SR,436,262
GL-3048-10SR,468,281
GL-3060-10SR,500,300
GL-8V2-1P,,
GL-8V2-2P,,
GL-8V2-5P,,
GL-8V2-4P,,
GL-8V2-1P-T,,
GL-8V2-2P-T,,
GL-8V2-5P-T,,
GL-8V2-4P-T,,
GL-8V2-1PM,,
GL-8V2-2PM,,
GL-8V2-5PM,,
GL-8V2-4PM,,
GL-8V2-1PM-T,,
GL-8V2-2PM-T,,
GL-8V2-5PM-T,,
GL-8V2-4PM-T,,
GL-8V2-1PT-WSP,,
GL-8V2-2PT-WSP,,
GL-8V2-1PMT-WSP,,
GL-8V2-2PMT-WSP,,
GLF-2436-9P,360,216
GLF-2448-9P,394,236
GLF-3048-9P,434,260
GLF-2436-9PM,430,258
GLF-2448-9PM,482,289
GLF-3048-9PM,530,318
GR-48,58,35
GR-60,64,38
GR-72,72,43
MP-1,14,8
MP-2,18,11
GSC-3636-70,570,342
GSC-3648-70,690,414
GSP-4,350,210
GSP-6,430,258
GSP-8,510,306
GST-6-8PH,616,370
GST-8-8PH,770,462
GSH-36W-40H,486,292
GSH-36W-70H,748,449
GSH-72W-70H,1170,702
GSU-24D-40H,396,238
GSU-36W-40H,440,264
GSU-36W-70H,600,360
GSU-72W-70H,840,504
GSU2-72W-70H,948,569
GSC-72W-70H,1040,624
HE-1648,336,202
HE-1660,348,209
HE-1672,382,229
HE-2448,392,235
HE-2460,416,250
HE-1648-RS,440,264
HE-1660-RS,460,276
HE2-1648,410,246
HE2-1660,446,268
HE2-1672,474,284
HE2-2448,486,292
HE2-2460,524,314
HE2-2448-WSP,516,310
HE2-2460-WSP,554,332
HRS-3648-3,2220,1332
HT-3651-6PH,484,290
HT-4857-6PH,510,306
HT-2751-6PY,680,408
IP-1832-2,228,137
IP-2436-2,244,146
IP-2448-2,272,163
IP-2460-2,328,197
IP-3048-2,316,190
IP-3060-2,364,218
IP-3072-2,410,246
IP-2436-2-6PY,362,217
IP-2448-2-6PY,399,239
IP-2460-2-6PY,450,270
IP-3048-2-6PY,440,264
IP-3060-2-6PY,470,282
IP-3072-2-6PY,520,312
IP-3672-2-6PY,583,350
IP-1832-2-TL,268,161
IP-2436-2-TL,284,170
IP-2448-2-TL,312,187
IP-2460-2-TL,368,221
IP-3048-2-TL,356,214
IP-3060-2-TL,404,242
IP-3072-2-TL,450,270
IP-1832-2BRK,238,143
IP-2436-2BRK,254,152
IP-2448-2BRK,282,169
IP-2460-2BRK,338,203
IP-3048-2BRK,326,196
IP-3060-2BRK,374,224
IP-3072-2-BRK,420,252
IP-1832RM-BRK,230,138
IP-2436RM-BRK,246,148
IP-2448RM-BRK,268,161
IP-2460RM-BRK,314,188
IP-3048RM-BRK,302,181
IP-3060RM-BRK,334,200
IP-3072RM-BRK,374,224
IP-2436-9P,376,226
IP-2448-9P,406,244
IP-3048-9P,438,263
IP-2436-9PM,452,271
IP-2448-9PM,510,306
IP-3048-9PM,546,328
IP-2436-9PT,376,226
IP-2448-9PT,406,244
IP-3048-9PT,438,263
IP-2436-9PMT,452,271
IP-2448-9PMT,510,306
IP-3048-9PMT,546,328
IP-1832-UPS,248,149
IP-2436-UPS,264,158
IPG2436-8PHFLPL,618,371
IPG2448-8PHFLPL,656,394
IPG2460-8PHFLPL,700,420
IPG3048-8PHFLPL,700,420
IPG3060-8PHFLPL,748,449
IPG3072-8PHFLPL,800,480
IPG3672-8PHFLPL,840,504
IPH-3048-8PHBK,632,379
IPH-3060-8PHBK,676,406
IPH-3660-8PHBK,716,430
IPH-3672-8PHBK,760,456
LC-2448-6MR,460,276
LC-2448-6PY,480,288
LC-3048-6MR,476,286
LC-3048-6PY,496,298
LCP-2436-S-6PY,320,192
LW-2436-8S,222,133
LW-2436-10,234,140
LW-2436-10P,278,167
LW2436-10-FSD,234,140
LW2436-10P-FSD,278,167
LDW-2436-X6-10,280,168
LDW-2436-X6-10P,322,193
LWP-2436-10,234,140
LWP-2436-10P,278,167
LWP-2436-10-G,234,140
LWP-2436-10P-G,278,167
LDST-1824-BRK,202,121
LDST-1832-BRK,214,128
LDST-2436-BRK,240,144
LDST-2448-BRK,272,163
LDST-3048-BRK,310,186
LDST-3060-BRK,350,210
LG-2436-6PY,314,188
LG-2448-6PY,346,208
LG-3048-6PY,384,230
LG-3060-6PY,424,254
LG-2436-8P-T,360,216
LG-2448-8P-T,394,236
LG-3048-8P-T,434,260
LG-2436-8PMT,430,258
LG-2448-8PMT,482,289
LG-3048-8PMT,530,318
LG-1824-BRK,202,121
LG-2436-BRK,240,144
LG-2448-BRK,272,163
LG-3048-BRK,310,186
LG-3060-BRK,350,210
LG-2436-BK-DR,370,222
LG-2448-BK-DR,402,241
LG2436BK2DR,500,300
LG2448BK2DR,532,319
LG-1824-S-BRK,218,131
LG-1832-S-BRK,230,138
LG-2436-S-BRK,256,154
LG-2448-S-BRK,288,173
LG-3048-S-BRK,326,196
LG-1832-UPS,222,133
LG-2436-UPS,246,148
LG-1832-WSBRK,254,152
LG2436-WSBRK,280,168
LG2448-WSBRK,312,187
LG2436-WSBK-DR,400,240
LG2448-WSBK-DR,432,259
LG1832-WS-P-BK,288,173
LG2436-WS-P-BK,314,188
LG2448-WS-P-BK,346,208
LGL-2436-6PY,314,188
LGL-2448-6PY,346,208
LGL-3048-6PY,384,230
LGL-3060-6PY,424,254
LGL-2436-8P-T,360,216
LGL-2448-8P-T,394,236
LGL-3048-8P-T,434,260
LGL-2436-8PMT,430,258
LGL-2448-8PMT,482,289
LGL-3048-8PMT,530,318
LGL-1824-BRK,202,121
LGL-1832-BRK,214,128
LGL-2436-BRK,240,144
LGL-2448-BRK,272,163
LGL-3048-BRK,310,186
LGL-3060-BRK,350,210
LGL-2436-BK-DR,370,222
LGL-2448-BK-DR,402,241
LGL2436BK2DR,500,300
LGL2448BK2DR,532,319
LGL-1824-S-BRK,218,131
LGL-1832-S-BRK,230,138
LGL-2436-S-BRK,256,154
LGL-2448-S-BRK,288,173
LGL-3048-S-BRK,326,196
LGL-1832-UPS,222,133
LGL-2436-UPS,246,148
LGL-1832WSBRK,254,152
LGL2436-WSBRK,280,168
LGL2448-WSBRK,312,187
